,Postleitzahl,Ort,Name,Straße,Anzahl Empfehlungen,Latitude,Longitude,Komplette Addresse
223,18565,Insel Hiddensee,Sommerpalast,Norderende 156,40,54.57034,13.10482,"Sommerpalast, Norderende 156, 18565 Insel Hiddensee"
224,18569,Schaprode,Eishafen,Lange Str. 40,19,54.5133215,13.165266,"Eishafen, Lange Str. 40, 18569 Schaprode"
225,18586,Sellin,Janny's Eis Cafe,Wilhelmstr. 21,4,54.3817625,13.6977029,"Janny's Eis Cafe, Wilhelmstr. 21, 18586 Sellin"
226,19055,Schwerin,Ilka Eis & Heiss,2. Enge Str. 2,158,53.62779,11.41429,"Ilka Eis & Heiss, 2. Enge Str. 2, 19055 Schwerin"
227,19063,Schwerin,Eis-Manufaktur,Zum Reppin 4,49,53.6003674,11.4878394,"Eis-Manufaktur, Zum Reppin 4, 19063 Schwerin"
228,19370,Parchim,Café am Brunnen,Am Brunnen 1,6,53.4063698,11.8364125,"Café am Brunnen, Am Brunnen 1, 19370 Parchim"
229,19370,Parchim,Krolls Eis- und Milchbar,Schuhmarkt 7,8,53.4270393,11.8472376,"Krolls Eis- und Milchbar, Schuhmarkt 7, 19370 Parchim"
230,19399,Dobbertin,Eiscafe Konditorei Kentzler,Kleestener Weg 8,6,53.6233735,12.0745735,"Eiscafe Konditorei Kentzler, Kleestener Weg 8, 19399 Dobbertin"
231,20095,Hamburg,L'Italiana Gelateria,Ballindamm 40,10,53.5516945,9.99521719999999,"L'Italiana Gelateria, Ballindamm 40, 20095 Hamburg"
232,20099,Hamburg,Luciella's Ice Cream,Lange Reihe 113,147,53.5599015,10.0140068,"Luciella's Ice Cream, Lange Reihe 113, 20099 Hamburg"
233,20146,Hamburg,La Veneziana,Grindelallee 108,3,53.567926,9.98073859999999,"La Veneziana, Grindelallee 108, 20146 Hamburg"
234,20146,Hamburg,Eiscafe La Veneziana,Grindelallee 108,15,53.567926,9.98073859999999,"Eiscafe La Veneziana, Grindelallee 108, 20146 Hamburg"
235,20148,Hamburg,Luigi Ballarin Eiscafé Il-Gelato,Mittelweg 29,5,53.56833,9.99439999999999,"Luigi Ballarin Eiscafé Il-Gelato, Mittelweg 29, 20148 Hamburg"
236,20249,Hamburg,Eis Schmidt,Eppendorfer Landstr. 96,58,53.59162,9.98841,"Eis Schmidt, Eppendorfer Landstr. 96, 20249 Hamburg"
237,20249,Hamburg,Eiscafé Eiszeit,Eppendorfer Landstr. 33,85,53.58802,9.98477999999999,"Eiscafé Eiszeit, Eppendorfer Landstr. 33, 20249 Hamburg"
238,20253,Hamburg,Eisliebe,Eppendorfer Weg 170,41,53.57996,9.9681,"Eisliebe, Eppendorfer Weg 170, 20253 Hamburg"
239,20255,Hamburg,enjoy it finest icecream and fruits,Stellinger Weg 26,4,53.57941,9.94962,"enjoy it finest icecream and fruits, Stellinger Weg 26, 20255 Hamburg"
240,20257,Hamburg,Liberty Eiscafé,Lappenbergsallee 43,59,53.5775699999999,9.94135,"Liberty Eiscafé, Lappenbergsallee 43, 20257 Hamburg"
241,20257,Hamburg,Eiszeit,Müggenkampstr. 36,53,53.5800001,9.9434056,"Eiszeit, Müggenkampstr. 36, 20257 Hamburg"
242,20259,Hamburg,Eis-Cafe Tropea,Osterstr. 116,4,53.5765006,9.9524244,"Eis-Cafe Tropea, Osterstr. 116, 20259 Hamburg"
243,20259,Hamburg,Eiscafé San Remo,Osterstr. 21,18,53.5742446999999,9.9597842,"Eiscafé San Remo, Osterstr. 21, 20259 Hamburg"
244,20354,Hamburg,Eis Livotto,Stephansplatz,10,53.5584732115653,9.98896281213376,"Eis Livotto, Stephansplatz, 20354 Hamburg"
245,20355,Hamburg,Eiskantine,Kohlhöfen 10,124,53.551936,9.980597,"Eiskantine, Kohlhöfen 10, 20355 Hamburg"
246,20357,Hamburg,Eis Schmidt,Schulterblatt 78,22,53.5622,9.96225999999999,"Eis Schmidt, Schulterblatt 78, 20357 Hamburg"
247,20357,Hamburg,Die Eisbande,Bartelsstr. 7,47,53.5615092,9.9648982,"Die Eisbande, Bartelsstr. 7, 20357 Hamburg"
248,20359,Hamburg,Beizini,Beim Grünen Jäger,3,53.5577805,9.9608557,"Beizini, Beim Grünen Jäger, 20359 Hamburg"
249,20359,Hamburg,Lieblings,Detlev-Bremer-Str. 50,3,53.5502909999999,9.9644171,"Lieblings, Detlev-Bremer-Str. 50, 20359 Hamburg"
250,20359,Hamburg,Luciella's Ice Cream,Detlev-Bremer-Str. 46,196,53.5503423,9.9647756,"Luciella's Ice Cream, Detlev-Bremer-Str. 46, 20359 Hamburg"
251,20359,Hamburg,Joschi,Neuer Kamp 19,35,53.55761,9.96637,"Joschi, Neuer Kamp 19, 20359 Hamburg"
252,20457,Hamburg,Orogelato,Osakaallee 4,8,53.5439936,9.99778989999999,"Orogelato, Osakaallee 4, 20457 Hamburg"
253,20457,Hamburg,Miss Sofie,Am Kaiserkai 59a,24,53.5413487999999,9.98629639999999,"Miss Sofie, Am Kaiserkai 59a, 20457 Hamburg"
254,21107,Hamburg,Eis-Eck: Wilhelmsburger Eisdealer,Veringstr. 155,6,53.5057799999999,9.98575999999999,"Eis-Eck: Wilhelmsburger Eisdealer, Veringstr. 155, 21107 Hamburg"
255,21149,Hamburg,Arktis,Cuxhavener Str. 439,26,53.47127,9.83164,"Arktis, Cuxhavener Str. 439, 21149 Hamburg"
256,21220,Seevetal,Maschener Eiscafe,Horster Landstr. 118,59,53.3774899999999,10.03417,"Maschener Eiscafe, Horster Landstr. 118, 21220 Seevetal"
257,21266,Jesteburg,Eiscafe Marinelli,Hauptstraße 61,4,53.310225,9.96019089999999,"Eiscafe Marinelli, Hauptstraße 61, 21266 Jesteburg"
258,21335,Lüneburg,Eiscafe Venezia,Am Sande 22,6,53.2475179,10.4112105,"Eiscafe Venezia, Am Sande 22, 21335 Lüneburg"
259,21382,Brietlingen,Eiscafé Tropical,Bundesstraße 10,4,53.3335,10.44765,"Eiscafé Tropical, Bundesstraße 10, 21382 Brietlingen"
260,21385,Amelinghausen,Eiscafé Tante Adele,Lüneburger Straße  55,3,53.1255509999999,10.2141822,"Eiscafé Tante Adele, Lüneburger Straße  55, 21385 Amelinghausen"
261,21465,Reinbek,Eiscafé Veneto,Bergstrasse 3,4,53.510082,10.2519147,"Eiscafé Veneto, Bergstrasse 3, 21465 Reinbek"
262,21614,Buxtehude,Sole Mio,Hinter dem Zwinger  13,5,53.47751,9.6982,"Sole Mio, Hinter dem Zwinger  13, 21614 Buxtehude"
263,21629,Neu Wulmstorf,Tanjas Eiscafé,Marktplatz 1,3,53.4672916,9.7917074,"Tanjas Eiscafé, Marktplatz 1, 21629 Neu Wulmstorf"
264,21629,Neu Wulmstorf,Eiscafe fresh,Bahnhofstraße 64,67,53.4698384,9.7913001,"Eiscafe fresh, Bahnhofstraße 64, 21629 Neu Wulmstorf"
265,21682,Stade,Köpkes Eiscafe,Bremervörder Str. 152,11,53.59524,9.43689,"Köpkes Eiscafe, Bremervörder Str. 152, 21682 Stade"
266,21698,Harsefeld,Eiscafé Dante,Wilhelmstrasse  2,4,53.4525234,9.50265179999999,"Eiscafé Dante, Wilhelmstrasse  2, 21698 Harsefeld"
267,22041,Hamburg,Eiscafe Jacobs,Schloßstr. 108,12,53.5720754,10.0750706,"Eiscafe Jacobs, Schloßstr. 108, 22041 Hamburg"
268,22043,Hamburg,Das Eis-Café,Rodigallee 167,5,53.57125,10.1162,"Das Eis-Café, Rodigallee 167, 22043 Hamburg"
269,22045,Hamburg,Eiscafe Röhling,Tonndorfer Hauptstr. 170A,5,53.59186,10.13632,"Eiscafe Röhling, Tonndorfer Hauptstr. 170A, 22045 Hamburg"
270,22049,Hamburg,Der Eismann,Dithmarscher Str. 28,3,53.5782919,10.0604974,"Der Eismann, Dithmarscher Str. 28, 22049 Hamburg"
271,22083,Hamburg,Salvatore Tomarchio,Imstedt 6,3,53.5798135999999,10.0296928,"Salvatore Tomarchio, Imstedt 6, 22083 Hamburg"
272,22085,Hamburg,Delzepich Eis,Winterhuder Weg 67,139,53.5773766,10.0182327,"Delzepich Eis, Winterhuder Weg 67, 22085 Hamburg"
273,22087,Hamburg,La Serenissima,Ifflandstr. 92,4,53.5641168999999,10.024055,"La Serenissima, Ifflandstr. 92, 22087 Hamburg"
274,22089,Hamburg,OroGelato,Wandsbeker Chaussee 94,8,53.5666537,10.0418476,"OroGelato, Wandsbeker Chaussee 94, 22089 Hamburg"
275,22175,Hamburg,Eis-Café Höft,Bramfelder Chaussee 384,9,53.622782,10.0840631,"Eis-Café Höft, Bramfelder Chaussee 384, 22175 Hamburg"
276,22179,Hamburg,Arktis Eiscafe,Wandsbeker Str. 42,6,53.5968922,10.0720995,"Arktis Eiscafe, Wandsbeker Str. 42, 22179 Hamburg"
277,22297,Hamburg,Eis-Perle,Alsterdorfer Str. 283,106,53.60856,10.00905,"Eis-Perle, Alsterdorfer Str. 283, 22297 Hamburg"
278,22299,Hamburg,Il Gelato,Dorotheenstr. 182,127,53.59158,10.00259,"Il Gelato, Dorotheenstr. 182, 22299 Hamburg"
279,22301,Hamburg,Eiscafé am Poelchaukamp,Poelchaukamp 3,23,53.5815879,10.0106198,"Eiscafé am Poelchaukamp, Poelchaukamp 3, 22301 Hamburg"
280,22301,Hamburg,Café Froyowelt,Dorotheenstr. 99,4,53.5861104,10.0055716,"Café Froyowelt, Dorotheenstr. 99, 22301 Hamburg"
281,22307,Hamburg,Gelateria Tanduo,Fuhlsbüttler Str. 291,5,53.59948,10.0408,"Gelateria Tanduo, Fuhlsbüttler Str. 291, 22307 Hamburg"
282,22391,Hamburg,Eiscuisine,Rolfinckstr. 12 a,4,53.64035,10.08292,"Eiscuisine, Rolfinckstr. 12 a, 22391 Hamburg"
283,22397,Hamburg,Eisbär Ohlstedt,Alte Dorfstr. 2a,12,53.6949216999999,10.1372502,"Eisbär Ohlstedt, Alte Dorfstr. 2a, 22397 Hamburg"
284,22397,Hamburg,Duvenstedter Eiscafé,Poppenbütteler Chaussee 8,8,53.70831,10.10461,"Duvenstedter Eiscafé, Poppenbütteler Chaussee 8, 22397 Hamburg"
285,22397,Hamburg,Heiß auf Eis,Duvenstedter Damm 56,8,53.7078332,10.1087575,"Heiß auf Eis, Duvenstedter Damm 56, 22397 Hamburg"
286,22415,Hamburg,Eiscafé Antonios,Flughafenstraße  69,3,53.64047,10.01689,"Eiscafé Antonios, Flughafenstraße  69, 22415 Hamburg"
287,22417,Hamburg,Eiscafe Brigitte Jacobs,Immenhöven  23,12,53.6609679,10.0214576,"Eiscafe Brigitte Jacobs, Immenhöven  23, 22417 Hamburg"
288,22417,Hamburg,Eiskult,Holitzberg 145 a,54,53.67524,10.02675,"Eiskult, Holitzberg 145 a, 22417 Hamburg"
289,22455,Hamburg,Eiscafe Siebenhüner,Paul-Sorge-Str. 140,12,53.6335799999999,9.95305,"Eiscafe Siebenhüner, Paul-Sorge-Str. 140, 22455 Hamburg"
290,22457,Hamburg,Eis-Cafe Höft,Burgwedel 67,13,53.6421445,9.9157815,"Eis-Cafe Höft, Burgwedel 67, 22457 Hamburg"
291,22549,Hamburg,Eisdiele Osdorf,Rugenbarg 10,9,53.573933,9.8469892,"Eisdiele Osdorf, Rugenbarg 10, 22549 Hamburg"
292,22559,Hamburg,Eis Kalte Schnauze,Wedeler Landstr. 34,28,53.582,9.75743999999999,"Eis Kalte Schnauze, Wedeler Landstr. 34, 22559 Hamburg"
293,22587,Hamburg,La Casa del Gelato,Blankeneser Bahnhofstr. 46,5,53.5617574,9.8115011,"La Casa del Gelato, Blankeneser Bahnhofstr. 46, 22587 Hamburg"
294,22607,Hamburg,Eis Schmidt,Waitzstr. 22,6,53.5596782999999,9.8829084,"Eis Schmidt, Waitzstr. 22, 22607 Hamburg"
295,22609,Hamburg,Dante-Eis,Nienstedtener Str. 3C,8,53.553907,9.84469159999999,"Dante-Eis, Nienstedtener Str. 3C, 22609 Hamburg"
296,22761,Hamburg,Eispiraten,Mendelssohnstr. 78,146,53.563725,9.908788,"Eispiraten, Mendelssohnstr. 78, 22761 Hamburg"
297,22761,Hamburg,Eispiraten,Mendelssohnstr. 78,8,53.563725,9.908788,"Eispiraten, Mendelssohnstr. 78, 22761 Hamburg"
298,22763,Hamburg,Biggis Eiscafe,Friedensallee  267,11,53.55889,9.91153999999999,"Biggis Eiscafe, Friedensallee  267, 22763 Hamburg"
299,22763,Hamburg,Eisprinzessinnen,Am Rathenaupark 15,202,53.55083,9.91206,"Eisprinzessinnen, Am Rathenaupark 15, 22763 Hamburg"
300,22763,Hamburg,Eisliebe,Bei der Reitbahn 2,351,53.5514781,9.92528,"Eisliebe, Bei der Reitbahn 2, 22763 Hamburg"
301,22765,Hamburg,Eiscafé Venezia,Ottenser Hauptstr. 23,8,53.5519787,9.9309725,"Eiscafé Venezia, Ottenser Hauptstr. 23, 22765 Hamburg"
302,22767,Hamburg,Filippi Eis,Große Bergstr. 219,5,53.5520288,9.9422096,"Filippi Eis, Große Bergstr. 219, 22767 Hamburg"
303,22767,Hamburg,Liberty Eiscafé & Bistro,Fischmarkt 11,100,53.5457013,9.9517201,"Liberty Eiscafé & Bistro, Fischmarkt 11, 22767 Hamburg"
304,22880,Wedel,Eis-Café Venezia,Feldstr. 1,5,53.5776125,9.7056211,"Eis-Café Venezia, Feldstr. 1, 22880 Wedel"
305,22926,Ahrensburg,Eiscafe La Volpe,Rathausplatz 25,10,53.6723768,10.2362403,"Eiscafe La Volpe, Rathausplatz 25, 22926 Ahrensburg"
306,22941,Bargteheide,Eiscafé La Piazza,Bahnhofstr. 1,118,53.7297796,10.2696522,"Eiscafé La Piazza, Bahnhofstr. 1, 22941 Bargteheide"
307,22946,Trittau,Eiscafe Griem,Poststr. 33,4,53.6078894,10.4115158,"Eiscafe Griem, Poststr. 33, 22946 Trittau"
308,22949,Ammersbek,Dein Café,Georg-Sasse-Str. 16,31,53.6778612,10.1492073,"Dein Café, Georg-Sasse-Str. 16, 22949 Ammersbek"
309,23552,Lübeck,Soulmade,Fleischhauerstr. 61,113,53.8665205,10.6902497,"Soulmade, Fleischhauerstr. 61, 23552 Lübeck"
310,23552,Lübeck,Venezia,Königstr. 64,9,53.8664752,10.6869471,"Venezia, Königstr. 64, 23552 Lübeck"
311,23552,Lübeck,Mein Eis,Mühlenstr. 27,5,53.8635867,10.6866046,"Mein Eis, Mühlenstr. 27, 23552 Lübeck"
312,23558,Lübeck,Eiscafe Paradiso,Moislinger Allee 6A,5,53.86511,10.67389,"Eiscafe Paradiso, Moislinger Allee 6A, 23558 Lübeck"
313,23570,Lubeck,Gelateria Campion,Vorderreihe 59,6,53.95891,10.87277,"Gelateria Campion, Vorderreihe 59, 23570 Lubeck"
314,23611,Bad Schwartau,Eiscafé Venezia,Markt 9,33,53.9189441,10.6982398,"Eiscafé Venezia, Markt 9, 23611 Bad Schwartau"
315,23683,Scharbeutz,Eiscafe bei Mario,Strandallee 131,13,54.0277397,10.7563926,"Eiscafe bei Mario, Strandallee 131, 23683 Scharbeutz"
316,23730,Neustadt,Eiscafé Dolomiti,Kremper Str. 12,5,54.1085299999999,10.81556,"Eiscafé Dolomiti, Kremper Str. 12, 23730 Neustadt"
317,23743,Grömitz,Eisperle  Eiscafe und Sonnenterrasse,Kurpromenade 90,5,54.1425407,10.9564503,"Eisperle  Eiscafe und Sonnenterrasse, Kurpromenade 90, 23743 Grömitz"
318,23769,Fehmarn,Radden's Eis,Süderstraße 40,16,54.43398,11.19755,"Radden's Eis, Süderstraße 40, 23769 Fehmarn"
319,23795,Bad Segeberg,Eiscafé Eislotte,Kurhausstraße 22,18,53.9383683,10.305697,"Eiscafé Eislotte, Kurhausstraße 22, 23795 Bad Segeberg"
320,23843,Bad Oldesloe,Eiscafe San Remo,Mühlenstr. 13,10,53.80961,10.37628,"Eiscafe San Remo, Mühlenstr. 13, 23843 Bad Oldesloe"
321,23843,Bad Oldesloe,eisbar,Hamburger Straße 6,57,53.80909,10.36983,"eisbar, Hamburger Straße 6, 23843 Bad Oldesloe"
322,23858,Reinfeld,Eiswitt,Paul-von-Schoenaich-Str. 44,105,53.83141,10.4889631,"Eiswitt, Paul-von-Schoenaich-Str. 44, 23858 Reinfeld"
323,23909,Ratzeburg,Eispavillon Pelz,Schloßwiese 1,17,53.6989941999999,10.7663721,"Eispavillon Pelz, Schloßwiese 1, 23909 Ratzeburg"
324,23936,Rüting,Gasthaus Horn,Schweriner Str. 2A,5,53.79772,11.2155,"Gasthaus Horn, Schweriner Str. 2A, 23936 Rüting"
325,23996,Bobitz,Panow's Eisdiele,Wismarsche Str. 32,5,53.8035299999999,11.36123,"Panow's Eisdiele, Wismarsche Str. 32, 23996 Bobitz"
326,24103,Kiel,Eisbar Zantopp,Sophienblatt 20,13,54.3171879999999,10.1310453,"Eisbar Zantopp, Sophienblatt 20, 24103 Kiel"
327,24103,Kiel,Giovanni L.,Sophienblatt 2,6,54.31836,10.13174,"Giovanni L., Sophienblatt 2, 24103 Kiel"
328,24103,Kiel,Eiscafe La Dolce Vita,Schülperbaum 7,60,54.3198662,10.1286368,"Eiscafe La Dolce Vita, Schülperbaum 7, 24103 Kiel"
329,24103,Kiel,Giovanni L.,Mühlendamm 1-13,9,54.3126897,10.0989207,"Giovanni L., Mühlendamm 1-13, 24103 Kiel"
330,24105,Kiel,Eisparadies,Knooper Weg 150a,57,54.334923,10.130015,"Eisparadies, Knooper Weg 150a, 24105 Kiel"
331,24114,Kiel,Liseis,Ringstr. 63,223,54.3176001999999,10.123632,"Liseis, Ringstr. 63, 24114 Kiel"
332,24159,Kiel,Eiscafe Venezia,An der Schanze 45,8,54.3950415,10.1734556,"Eiscafe Venezia, An der Schanze 45, 24159 Kiel"
333,24159,Kiel,Eis von Neitsch,An der Schanze 44a,3,54.3953151,10.1738111,"Eis von Neitsch, An der Schanze 44a, 24159 Kiel"
334,24232,Schönkirchen,Eiscafé Bertow,Schönberger Landstr. 72,5,54.33542,10.21426,"Eiscafé Bertow, Schönberger Landstr. 72, 24232 Schönkirchen"
335,24306,Plön,Eiscafé Cini,Markt  12,6,54.15832,10.41661,"Eiscafé Cini, Markt  12, 24306 Plön"
336,24321,Lütjenburg,Eiscafe Manuela,Am Markt 11,3,54.29326,10.5888973,"Eiscafe Manuela, Am Markt 11, 24321 Lütjenburg"
337,24340,Eckernförde,Eis Müller,Gartenstr. 16,32,54.47114,9.83502,"Eis Müller, Gartenstr. 16, 24340 Eckernförde"
338,24558,Henstedt-Ulzburg,Eis Soost,Wilstedter Str. 35,19,53.7537688,9.9952302,"Eis Soost, Wilstedter Str. 35, 24558 Henstedt-Ulzburg"
339,24589,Nortorf,Edith's Eisstübchen,Neue Str. 20,40,54.1690996,9.85108159999999,"Edith's Eisstübchen, Neue Str. 20, 24589 Nortorf"
340,24594,Hohenwestedt,Eiscafé Venezia,Lindenstr. 40,3,54.0902399999999,9.65397,"Eiscafé Venezia, Lindenstr. 40, 24594 Hohenwestedt"
341,24610,Trappenkamp,Cini Eiscafé,Kieler Str.  2,7,54.03707,10.22055,"Cini Eiscafé, Kieler Str.  2, 24610 Trappenkamp"
342,24768,Rendsburg,Eisstübchen,am kreishafen  3,24,54.2931199999999,9.66924,"Eisstübchen, am kreishafen  3, 24768 Rendsburg"
343,24837,Schleswig,Eishörnchen,Mönchenbrückstraße 4,19,54.517281,9.56872849999999,"Eishörnchen, Mönchenbrückstraße 4, 24837 Schleswig"
344,24937,Flensburg,Eiscafé Eiszeit,Holm 49,9,54.7837867999999,9.4361984,"Eiscafé Eiszeit, Holm 49, 24937 Flensburg"
345,24943,Flensburg,Eisdiele Flora,Beethovenstr. 40,15,54.7917999999999,9.47056,"Eisdiele Flora, Beethovenstr. 40, 24943 Flensburg"
346,24944,Flensburg,Eiscafé Eiszeit,Kleine Lücke 1,74,54.816211,9.47448569999999,"Eiscafé Eiszeit, Kleine Lücke 1, 24944 Flensburg"
347,25474,Bönningstedt,Eiscafé Eistraum,Kieler Str. 62,5,53.66087,9.90724,"Eiscafé Eistraum, Kieler Str. 62, 25474 Bönningstedt"
348,25551,Hohenlockstedt,Eiscafe Baldassar,Helgolandstr. 2,31,53.96449,9.6205,"Eiscafe Baldassar, Helgolandstr. 2, 25551 Hohenlockstedt"
349,25554,Wilster,Rialto,Am Markt 23,59,53.9222804,9.3749525,"Rialto, Am Markt 23, 25554 Wilster"
350,25704,Meldorf,Eiscafé Böthern,Süderstraße 14,11,54.0887068,9.0712304,"Eiscafé Böthern, Süderstraße 14, 25704 Meldorf"
351,25709,Marnerdeich,Eisblume Marnerdeich & Gartenbau Sjut,Nordseestr. 25,10,53.94896,8.98636,"Eisblume Marnerdeich & Gartenbau Sjut, Nordseestr. 25, 25709 Marnerdeich"
352,25718,Friedrichskoog,Windrose,Koogstr.  141,4,54.03019,8.84006999999999,"Windrose, Koogstr.  141, 25718 Friedrichskoog"
353,25840,Friedrichstadt,Eiscafé Pinocchio,Am Markt 18,6,54.3762051,9.0879529,"Eiscafé Pinocchio, Am Markt 18, 25840 Friedrichstadt"
354,25938,Wyk auf Föhr,Glenngelato,Sandwall 40,11,54.6876815,8.56942179999999,"Glenngelato, Sandwall 40, 25938 Wyk auf Föhr"
355,25938,Nieblum,Cappuccino,Jens-Jacob-Eschel Str. 20,3,54.6923089,8.49195999999999,"Cappuccino, Jens-Jacob-Eschel Str. 20, 25938 Nieblum"
356,25946,Norddorf,Eiscafe Cappuccino,Strunwai 12,11,54.6811899,8.33146599999999,"Eiscafe Cappuccino, Strunwai 12, 25946 Norddorf"
357,25946,Wittdün,Café Pustekuchen,Inselstr. 41,3,54.62672,8.39251,"Café Pustekuchen, Inselstr. 41, 25946 Wittdün"
358,25980,Sylt,Florida-Eis,Norderstr. 81,4,54.9256934999999,8.3145559,"Florida-Eis, Norderstr. 81, 25980 Sylt"
359,25980,Sylt,Häagen Dazs,Friedrichstr. 26,5,54.9077244,8.302734,"Häagen Dazs, Friedrichstr. 26, 25980 Sylt"
360,25992,List/Sylt,Sylter Eismanufaktur,Dünenstr. 3,264,55.0177,8.42185,"Sylter Eismanufaktur, Dünenstr. 3, 25992 List/Sylt"
361,25996,Wenningstedt-Braderup,Iismeer,Strandstr. 25,34,54.9369899999999,8.31629,"Iismeer, Strandstr. 25, 25996 Wenningstedt-Braderup"
362,25997,Hörnum,Lund Cafe und Restaurant,Rantumer Str. 1,58,54.75543,8.28858,"Lund Cafe und Restaurant, Rantumer Str. 1, 25997 Hörnum"
363,26121,Oldenburg,Eiscafé San Marco,Ofener Str. 42,40,53.1430644,8.194422,"Eiscafé San Marco, Ofener Str. 42, 26121 Oldenburg"
364,26122,Oldenburg,Gelateria Centrale San Marco,Markt 7,3,53.1391921,8.2150879,"Gelateria Centrale San Marco, Markt 7, 26122 Oldenburg"
365,26169,Friesoythe,Eiscafe Venezia,Bahnhofstr. 17,4,53.02312,7.85663,"Eiscafe Venezia, Bahnhofstr. 17, 26169 Friesoythe"
366,26316,Varel,Eis-Constantin,Neue Str. 3,3,53.3951,8.13928999999999,"Eis-Constantin, Neue Str. 3, 26316 Varel"
367,26384,Wilhelmshaven,Eiscafé Venezia,Gökerstr. 71,3,53.5297729,8.1261382,"Eiscafé Venezia, Gökerstr. 71, 26384 Wilhelmshaven"
368,26427,Esens,Eiscafé Venezia,Steinstr. 1,5,53.6464189999999,7.61294419999999,"Eiscafé Venezia, Steinstr. 1, 26427 Esens"
369,26434,Wangerland,Ital. Eis-Cafe San Marco,Goldstraße 17,4,53.6843565,8.0100951,"Ital. Eis-Cafe San Marco, Goldstraße 17, 26434 Wangerland"
370,26441,Jever,Das Eishaus,Alter Markt 10,160,53.5732969,7.9053273,"Das Eishaus, Alter Markt 10, 26441 Jever"
371,26474,Spiekeroog,Bunte Kuh,Noorderloog 4,4,53.7704187999999,7.694969,"Bunte Kuh, Noorderloog 4, 26474 Spiekeroog"
372,26486,Wangerooge,Bistro am Strand,Obere Strandpromenade 19,24,53.79317,7.89922999999999,"Bistro am Strand, Obere Strandpromenade 19, 26486 Wangerooge"
373,26548,Norderney,Frieseneis,Bülowallee 7 / Am Kurplatz,5,53.7050698,7.1440205,"Frieseneis, Bülowallee 7 / Am Kurplatz, 26548 Norderney"
374,26639,Wiesmoor,Eiscafe Italia,Hauptstr. 210,88,53.41108,7.72962999999999,"Eiscafe Italia, Hauptstr. 210, 26639 Wiesmoor"
375,26721,Emden,Eis-Café Rialto,Neutorstraße 38,4,53.3684176,7.2063206,"Eis-Café Rialto, Neutorstraße 38, 26721 Emden"
376,26736,Krummhörn,Eis-Café am Hafen,Sielstr. 17,13,53.5010109,7.094745,"Eis-Café am Hafen, Sielstr. 17, 26736 Krummhörn"
377,26757,Borkum,Die kleine Borkumer Eiskonditorei,Franz-Habich-Str. 23,7,53.5867389999999,6.66287,"Die kleine Borkumer Eiskonditorei, Franz-Habich-Str. 23, 26757 Borkum"
378,26789,Leer (Ostfriesland),Eiscafe bei Bruno,Mühlenstr. 79,3,53.23031,7.45746,"Eiscafe bei Bruno, Mühlenstr. 79, 26789 Leer (Ostfriesland)"
379,26817,Rhauderfehn,Bei Bruno,Untenende 28,28,53.1358399999999,7.57923,"Bei Bruno, Untenende 28, 26817 Rhauderfehn"
380,26826,Weener,Venezia,Westerstr. 30,114,53.16525,7.35147,"Venezia, Westerstr. 30, 26826 Weener"
381,26831,Bunde,Eiscafé Mola,Neuschanzener Str. 10,5,53.1836178999999,7.26637669999999,"Eiscafé Mola, Neuschanzener Str. 10, 26831 Bunde"
382,27337,Blender,Intscheder Bauernhof-Eis,An der Aue 16,20,52.95477,9.13755,"Intscheder Bauernhof-Eis, An der Aue 16, 27337 Blender"
383,27356,Rotenburg ( Wümme),Eismanufaktur Café,Große Str. 46-48,7,53.110648,9.4055617,"Eismanufaktur Café, Große Str. 46-48, 27356 Rotenburg ( Wümme)"
384,27404,Zeven,Eiscafé Maurizio u. Claudio Santin,Lange Str. 6,7,53.29469,9.27812999999999,"Eiscafé Maurizio u. Claudio Santin, Lange Str. 6, 27404 Zeven"
385,27412,Wilstedt,Milchkontor,Am Löhberg 2,148,53.19627,9.09717,"Milchkontor, Am Löhberg 2, 27412 Wilstedt"
386,27432,Bremervörde,Pinocchio Eiscafe,Kirchenstr. 14,5,53.48577,9.14580999999999,"Pinocchio Eiscafe, Kirchenstr. 14, 27432 Bremervörde"
387,27568,Bremerhaven,Eiscafe Venezia,Obere Bürger 18,5,53.54224,8.5781,"Eiscafe Venezia, Obere Bürger 18, 27568 Bremerhaven"
388,27570,Bremerhaven,Eiscafé Teo,An der Mühle 33,11,53.5299931,8.59243719999999,"Eiscafé Teo, An der Mühle 33, 27570 Bremerhaven"
389,27576,Bremerhaven,Faust  Der Eisladen,Goethestr. 11,69,53.55327,8.58011999999999,"Faust  Der Eisladen, Goethestr. 11, 27576 Bremerhaven"
390,27726,Worpswede,Eiscafé Dolomiti,Hembergstr. 21,5,53.22144,8.93098,"Eiscafé Dolomiti, Hembergstr. 21, 27726 Worpswede"
391,28195,Bremen,Schröter's Chocolaterie,Schnoor 14,8,53.0729,8.80975999999999,"Schröter's Chocolaterie, Schnoor 14, 28195 Bremen"
392,28195,Bremen,Eiscafé Cercenà,Schlengstr. 2,5,53.0492954,8.89281499999999,"Eiscafé Cercenà, Schlengstr. 2, 28195 Bremen"
393,28199,Bremen,Tiziano Gelateria Italiana,Pappelstr. 90,5,53.0672174,8.7924557,"Tiziano Gelateria Italiana, Pappelstr. 90, 28199 Bremen"
394,28201,Bremen,Der Eismacher,Buntentorsteinweg 246,4,53.0624289,8.81033489999999,"Der Eismacher, Buntentorsteinweg 246, 28201 Bremen"
