,Postleitzahl,Ort,Name,Straße,Anzahl Empfehlungen,Latitude,Longitude,Komplette Addresse
45,06108,Halle (Saale),Eisdealer,Ludwig-Wucherer-Straße 62,211,51.4929673,11.9716923,"Eisdealer, Ludwig-Wucherer-Straße 62, 06108 Halle (Saale)"
46,06110,Halle (Saale),Eisbar am Hansering,Johannesplatz 1,21,51.4703016,11.9743231,"Eisbar am Hansering, Johannesplatz 1, 06110 Halle (Saale)"
47,06112,Halle (Saale),Eisdiele Schmidt,Freiimfelder Str. 21,10,51.48348,11.99445,"Eisdiele Schmidt, Freiimfelder Str. 21, 06112 Halle (Saale)"
48,06114,Halle (Saale),Vanilla,Schleiermacherstr. 20,25,51.4937599999999,11.97483,"Vanilla, Schleiermacherstr. 20, 06114 Halle (Saale)"
49,06114,Halle (Saale),Bernd Köhler,Seebener Str. 173,3,51.5052131,11.9598665,"Bernd Köhler, Seebener Str. 173, 06114 Halle (Saale)"
50,06179,Stingray,Eiscafe Stingray,Albert-Heise-Str. 53,5,51.4542833,11.8128313,"Eiscafe Stingray, Albert-Heise-Str. 53, 06179 Stingray"
51,06217,Merseburg (Saale),Eiscafé Fresco Gelato,Gotthardstr. 36,5,51.35456,11.99534,"Eiscafé Fresco Gelato, Gotthardstr. 36, 06217 Merseburg (Saale)"
52,06449,Aschersleben,Eiscafe Pellegrini,Taubenstr. 2,7,51.7551365,11.4561228,"Eiscafe Pellegrini, Taubenstr. 2, 06449 Aschersleben"
53,06484,Quedlinburg,Eiscafé Blumenbunt,Marktstraße 1,6,51.789703,11.141364,"Eiscafé Blumenbunt, Marktstraße 1, 06484 Quedlinburg"
54,06502,Thale,Eisvilla,Hubertusstraße 7 a,4,51.74301,11.0314,"Eisvilla, Hubertusstraße 7 a, 06502 Thale"
55,06526,Sangerhausen,Eisdiele Schmidt,Allstedter Str. 2,10,51.43848,11.30694,"Eisdiele Schmidt, Allstedter Str. 2, 06526 Sangerhausen"
56,06567,Bad Frankenhausen/Kyffhäuser,Eiscafé Schütze,Klosterstr. 41,3,51.3551612,11.0984808,"Eiscafé Schütze, Klosterstr. 41, 06567 Bad Frankenhausen/Kyffhäuser"
57,07616,Bürgel,Axels Eisdiele,Jenaer Str. 17,8,50.9418777,11.7521413,"Axels Eisdiele, Jenaer Str. 17, 07616 Bürgel"
58,07616,Bürgel,Eiscafé Hesse,Eisenberger Str. 3,4,50.9417945999999,11.7554826,"Eiscafé Hesse, Eisenberger Str. 3, 07616 Bürgel"
59,07743,Jena,Eiscafé Riva,Holzmarkt 10,17,50.9265491,11.584741,"Eiscafé Riva, Holzmarkt 10, 07743 Jena"
60,07743,Jena,Milchmix,Johannisstraße 17,3,50.929334,11.5853981,"Milchmix, Johannisstraße 17, 07743 Jena"
61,08064,Zwickau,Der Eisbär,Äußere Zwickauer Str. 46,4,50.6809,12.4749,"Der Eisbär, Äußere Zwickauer Str. 46, 08064 Zwickau"
62,08233,Treuen,Pieschels Eisdiele,Pfarrstr. 9,11,50.53984,12.30869,"Pieschels Eisdiele, Pfarrstr. 9, 08233 Treuen"
63,08289,Schneeberg,Venezia,Markt 28,4,50.5952224,12.6405153,"Venezia, Markt 28, 08289 Schneeberg"
64,09111,Chemnitz,Cortina,Straße der Nationen 12,6,50.8342839,12.9234939,"Cortina, Straße der Nationen 12, 09111 Chemnitz"
65,09111,Chemnitz,Winters Eisgarten,Theaterstraße,6,50.8335,12.9152,"Winters Eisgarten, Theaterstraße, 09111 Chemnitz"
66,09117,Chemnitz,Marschner's Eiscafé,Zwickauer Str. 424,16,50.8173706,12.8469013,"Marschner's Eiscafé, Zwickauer Str. 424, 09117 Chemnitz"
67,09126,Chemnitz,Frollein Sommer,Bernsdorfer Str. 57,3,50.8194527,12.9365458,"Frollein Sommer, Bernsdorfer Str. 57, 09126 Chemnitz"
68,09355,Gersdorf,Ulrich Dietz,Hauptstr. 6,4,50.7805,12.69886,"Ulrich Dietz, Hauptstr. 6, 09355 Gersdorf"
69,09366,Stollberg/Erzgebirge,Eisbeere,Pfarrstr. 8,4,50.7089359999999,12.7800839,"Eisbeere, Pfarrstr. 8, 09366 Stollberg/Erzgebirge"
70,09548,Kurort Seiffen,Eiswürfel am Holzwurm,Hauptstr. 71A,56,50.6476671,13.4481373,"Eiswürfel am Holzwurm, Hauptstr. 71A, 09548 Kurort Seiffen"
71,10115,Berlin,Eismieze Berlin,Schlegelstr. 21,9,52.5305,13.38708,"Eismieze Berlin, Schlegelstr. 21, 10115 Berlin"
72,10115,Berlin,Atelier Cacao,Linienstr. 139/140,3,52.5265239999999,13.389879,"Atelier Cacao, Linienstr. 139/140, 10115 Berlin"
73,10117,Berlin,Eismanufaktur,Kleine Hamburger Str. 15,22,52.5273599999999,13.39686,"Eismanufaktur, Kleine Hamburger Str. 15, 10117 Berlin"
74,10117,Berlin,Der Eisladen,Luisenstr. 14,5,52.5233652,13.379304,"Der Eisladen, Luisenstr. 14, 10117 Berlin"
75,10117,Berlin,Woop Woop Icecream,Friedrichstr. 48,9,52.5084768,13.3905408,"Woop Woop Icecream, Friedrichstr. 48, 10117 Berlin"
76,10119,Berlin,Cuore Di Vetro,Max-Beer-Str. 19,35,52.5258668,13.4081907,"Cuore Di Vetro, Max-Beer-Str. 19, 10119 Berlin"
77,10119,Berlin,Süsse Sünde,Weinbergsweg 21,18,52.53118,13.402,"Süsse Sünde, Weinbergsweg 21, 10119 Berlin"
78,10119,Berlin,Giorgio Lombardi,Weinbergsweg 5,12,52.53066,13.4029,"Giorgio Lombardi, Weinbergsweg 5, 10119 Berlin"
79,10178,Berlin,Amorino Eisboutique,Oranienburger Str. 1-3,3,52.5237683,13.4014655,"Amorino Eisboutique, Oranienburger Str. 1-3, 10178 Berlin"
80,10178,Berlin,Waffel oder Becher,Spandauer Str. 2,10,52.5212242,13.4040133,"Waffel oder Becher, Spandauer Str. 2, 10178 Berlin"
81,10245,Berlin,Eismanufaktur Berlin,Gärtnerstr. 33A,15,52.5082345999999,13.4594501,"Eismanufaktur Berlin, Gärtnerstr. 33A, 10245 Berlin"
82,10245,Berlin,Eiscafé Caramello,Wühlischstr. 31,6,52.50983,13.45714,"Eiscafé Caramello, Wühlischstr. 31, 10245 Berlin"
83,10245,Berlin,EisPiraten,Grünberger Str. 85,59,52.5111175,13.4617598,"EisPiraten, Grünberger Str. 85, 10245 Berlin"
84,10245,Berlin,EisPiraten,Grünberger Str. 85,5,52.5111175,13.4617598,"EisPiraten, Grünberger Str. 85, 10245 Berlin"
85,10245,Berlin,Süße Sünde,Niederbarnimstr. 21,15,52.51396,13.4592,"Süße Sünde, Niederbarnimstr. 21, 10245 Berlin"
86,10247,Berlin,Eisdiele SchneeEISchen,Scharnweberstr. 20,4,52.51284,13.46746,"Eisdiele SchneeEISchen, Scharnweberstr. 20, 10247 Berlin"
87,10249,Berlin,Eiscafè Eisklecks,Mühsamstr. 64,14,52.5205,13.4533,"Eiscafè Eisklecks, Mühsamstr. 64, 10249 Berlin"
88,10317,Berlin,SchokoLadenEis Manufaktur,Kaskelstr. 15,8,52.5049,13.47755,"SchokoLadenEis Manufaktur, Kaskelstr. 15, 10317 Berlin"
89,10405,Berlin,Early Birds,Winsstr. 68,8,52.53202,13.4234287,"Early Birds, Winsstr. 68, 10405 Berlin"
90,10407,Berlin,Rosa Canina,Hufelandstr. 7,56,52.5327759,13.4308615,"Rosa Canina, Hufelandstr. 7, 10407 Berlin"
91,10435,Berlin,Kauf Dich Glücklich,Oderberger Str. 44,7,52.5390865,13.407239,"Kauf Dich Glücklich, Oderberger Str. 44, 10435 Berlin"
92,10435,Berlin,Kontor Eismanufaktur,Danziger Str. 65,101,52.5396666,13.4229831,"Kontor Eismanufaktur, Danziger Str. 65, 10435 Berlin"
93,10435,Berlin,Eis Bar,Kastanienallee 10,3,52.53959,13.41011,"Eis Bar, Kastanienallee 10, 10435 Berlin"
94,10435,Berlin,Eiscafe Annamaria,Husemannstr. 14,18,52.53794,13.41783,"Eiscafe Annamaria, Husemannstr. 14, 10435 Berlin"
95,10437,Berlin,Hokey Pokey,Stargarder Str. 73,235,52.546799442054,13.417574707486,"Hokey Pokey, Stargarder Str. 73, 10437 Berlin"
96,10437,Berlin,Hedwig,Raumerstr. 8,6,52.54267,13.41761,"Hedwig, Raumerstr. 8, 10437 Berlin"
97,10437,Berlin,Cholila Eisdiele,Gleimstr. 54,11,52.5471365,13.4036621,"Cholila Eisdiele, Gleimstr. 54, 10437 Berlin"
98,10439,Berlin,Kulteis,Stahlheimer Str.25,3,52.5499375,13.4215231,"Kulteis, Stahlheimer Str.25, 10439 Berlin"
99,10439,Berlin,Bolle Eis,Bornholmer Str. 14 a,56,52.55465,13.4085,"Bolle Eis, Bornholmer Str. 14 a, 10439 Berlin"
100,10551,Berlin,Eis Marcon,Turmstr.  64,5,52.5270537,13.3299333,"Eis Marcon, Turmstr.  64, 10551 Berlin"
101,10551,Moabit,Einer Dieser Tage,Waldstr. 32,15,52.53231,13.33135,"Einer Dieser Tage, Waldstr. 32, 10551 Moabit"
102,10555,Berlin,Eisbox,Elberfelder Str. 27,51,52.5222389,13.3362065,"Eisbox, Elberfelder Str. 27, 10555 Berlin"
103,10557,3,Eisteufelchen," Stadtbahnbogen 414""",4,52.50683,13.346329,"Eisteufelchen,  Stadtbahnbogen 414"", 10557 3"
104,10623,Berlin,Magnum,Kurfürstendamm 24,3,52.5038977,13.3294112,"Magnum, Kurfürstendamm 24, 10623 Berlin"
105,10623,Berlin,Carmer X Eiscafe,Carmerstr. 10,37,52.50654,13.32384,"Carmer X Eiscafe, Carmerstr. 10, 10623 Berlin"
106,10711,Berlin,Vanille & Co,Joachim-Friedrich-Str. 27,26,52.50066,13.29693,"Vanille & Co, Joachim-Friedrich-Str. 27, 10711 Berlin"
107,10711,Berlin,Eisgrün,Kurfürstendamm 115,158,52.4974565,13.2919708,"Eisgrün, Kurfürstendamm 115, 10711 Berlin"
108,10713,Berlin,Eiscafé Monheim,Blissestr. 12,10,52.4852467,13.3199102,"Eiscafé Monheim, Blissestr. 12, 10713 Berlin"
109,10719,Berlin,Sweet2Go,Pfalzburger Str. 79,4,52.4979534999999,13.3229132,"Sweet2Go, Pfalzburger Str. 79, 10719 Berlin"
110,10719,Berlin,Fräulein Frost,Uhlandstr. 168,5,52.5006661,13.3255046,"Fräulein Frost, Uhlandstr. 168, 10719 Berlin"
111,10777,Berlin,Viktoria Eis,Motzstr. 58,11,52.4953114,13.340166,"Viktoria Eis, Motzstr. 58, 10777 Berlin"
112,10777,Berlin,Freddo Dolce,Maaßenstr. 6,7,52.49832,13.35379,"Freddo Dolce, Maaßenstr. 6, 10777 Berlin"
113,10777,Berlin,Franken & Grunewald Eis,Gossowstr. 6,12,52.4975112,13.3479848,"Franken & Grunewald Eis, Gossowstr. 6, 10777 Berlin"
114,10779,Berlin,Café Engelchen,Prager Platz 1-3,14,52.4933981,13.332398,"Café Engelchen, Prager Platz 1-3, 10779 Berlin"
115,10781,Berlin,Jones Ice Cream,Goltzstr. 3,4,52.490486,13.3534529,"Jones Ice Cream, Goltzstr. 3, 10781 Berlin"
116,10781,Berlin,Berlin Homemade Icecream,Elßholzstr. 10,22,52.4926304,13.3562462,"Berlin Homemade Icecream, Elßholzstr. 10, 10781 Berlin"
117,10785,Berlin,Caffé e Gelato,Alte Potsdamer Str. 7,18,52.50823,13.37473,"Caffé e Gelato, Alte Potsdamer Str. 7, 10785 Berlin"
118,10785,Berlin,Eisdiele Am Gleisdreieck,Flottwellstr. 14,11,52.50103,13.36969,"Eisdiele Am Gleisdreieck, Flottwellstr. 14, 10785 Berlin"
119,10823,Berlin,Inka Eis,Belziger Str. 44,4,52.48629,13.35029,"Inka Eis, Belziger Str. 44, 10823 Berlin"
120,10823,Berlin,Vanille & Marille,Belziger Str. 24,37,52.48733,13.3532,"Vanille & Marille, Belziger Str. 24, 10823 Berlin"
121,10823,Berlin,Eisfee,Akazienstr. 3A,7,52.4867542,13.3556345,"Eisfee, Akazienstr. 3A, 10823 Berlin"
122,10827,Berlin,Franken & Grunewald Eis,Kolonnenstr. 56,12,52.4867299999999,13.36046,"Franken & Grunewald Eis, Kolonnenstr. 56, 10827 Berlin"
123,10965,Berlin,Vanille & Marille,Hagelberger Str. 1,84,52.4915046,13.3863701,"Vanille & Marille, Hagelberger Str. 1, 10965 Berlin"
124,10965,Berlin,Eiskimo,Bergmannstr. 5,8,52.489675,13.38896,"Eiskimo, Bergmannstr. 5, 10965 Berlin"
125,10967,Berlin,Isabel,Böckhstr. 1,28,52.494379,13.4156063,"Isabel, Böckhstr. 1, 10967 Berlin"
126,10967,Berlin,Anna Durkes,Graefestr. 80,78,52.49313,13.41867,"Anna Durkes, Graefestr. 80, 10967 Berlin"
127,10967,Berlin,Eismanufaktur Berlin,Graefestr. 7,11,52.4945877,13.4187531,"Eismanufaktur Berlin, Graefestr. 7, 10967 Berlin"
128,10967,Berlin,Die Eismacher,Körtestr. 10,45,52.4914099999999,13.41056,"Die Eismacher, Körtestr. 10, 10967 Berlin"
129,10967,Berlin,Gelateria Tosoni,Planufer 92d,13,52.4953276,13.4179213,"Gelateria Tosoni, Planufer 92d, 10967 Berlin"
130,10997,Berlin,Wonder Waffel,Adalbertstr. 88,20,52.5017953,13.4193907,"Wonder Waffel, Adalbertstr. 88, 10997 Berlin"
131,10997,Berlin,Aldemir Eis,Falckensteinstr. 7,22,52.4993,13.4425,"Aldemir Eis, Falckensteinstr. 7, 10997 Berlin"
132,10997,Berlin,Eissalon Tanne B,Eisenbahnstr. 48,12,52.5010635999999,13.4310061,"Eissalon Tanne B, Eisenbahnstr. 48, 10997 Berlin"
133,10997,Berlin,California Pops,Falckensteinstr. 4,10,52.50002,13.44342,"California Pops, Falckensteinstr. 4, 10997 Berlin"
134,10999,Berlin,Roka Bell,Ohlauer Str. 27,7,52.49528,13.43024,"Roka Bell, Ohlauer Str. 27, 10999 Berlin"
135,10999,Berlin,Vanille & Marille,Reichenberger Str. 118,10,52.49501,13.43305,"Vanille & Marille, Reichenberger Str. 118, 10999 Berlin"
136,12043,Berlin,Eismanufaktur,Karl-Marx-Platz 17,9,52.474074,13.442537,"Eismanufaktur, Karl-Marx-Platz 17, 12043 Berlin"
137,12045,Berlin,Rudimarie,Weichselstr. 34,4,52.4890599999999,13.43843,"Rudimarie, Weichselstr. 34, 12045 Berlin"
138,12047,Berlin,Eismanufaktur,Weserstr. 6,6,52.48818,13.42753,"Eismanufaktur, Weserstr. 6, 12047 Berlin"
139,12047,Berlin,Fräulein Frost,Friedelstr. 39,115,52.4920306,13.4279094,"Fräulein Frost, Friedelstr. 39, 12047 Berlin"
140,12049,Berlin,Erste Sahne,Kienitzer Str. 116,9,52.47582,13.42169,"Erste Sahne, Kienitzer Str. 116, 12049 Berlin"
141,12049,Berlin,Gelateria Mos Eisley,Herrfurthplatz 6,78,52.47729,13.421,"Gelateria Mos Eisley, Herrfurthplatz 6, 12049 Berlin"
142,12051,Berlin,Lauter Eis,Warthestr. 4,17,52.47057,13.42835,"Lauter Eis, Warthestr. 4, 12051 Berlin"
143,12053,Berlin,Wonder Waffel No.2,Neckarstr. 2,4,52.4805682999999,13.435244,"Wonder Waffel No.2, Neckarstr. 2, 12053 Berlin"
144,12099,Berlin,Eis Hennig,Tempelhofer Damm 134,3,52.4675327,13.3851423,"Eis Hennig, Tempelhofer Damm 134, 12099 Berlin"
145,12103,Berlin,Vanille & Marille,Friedrich-Wilhelm-Str. 22,17,52.45871,13.38128,"Vanille & Marille, Friedrich-Wilhelm-Str. 22, 12103 Berlin"
146,12157,Berlin,La Donna Cannone,Bismarckstr. 1,18,52.46426,13.33858,"La Donna Cannone, Bismarckstr. 1, 12157 Berlin"
147,12161,Berlin,Eis Voh,Bundesallee 118,6,52.4683633999999,13.3285847,"Eis Voh, Bundesallee 118, 12161 Berlin"
148,12163,Berlin,Eisfee,Brentanostr. 5,7,52.4662989,13.3095349,"Eisfee, Brentanostr. 5, 12163 Berlin"
149,12163,Berlin,Nunzio,Muthesiusstr. 1,31,52.4584177,13.321658,"Nunzio, Muthesiusstr. 1, 12163 Berlin"
150,12163,Berlin,Henrys,Schöneberger Str. 11,21,52.464158,13.33088,"Henrys, Schöneberger Str. 11, 12163 Berlin"
151,12165,Berlin,Vanille & Marille,Leydenallee 92,21,52.4540543,13.3232555,"Vanille & Marille, Leydenallee 92, 12165 Berlin"
152,12203,Berlin,Lauter Eis,Hortensienstr. 12 b,36,52.4483529,13.3061117,"Lauter Eis, Hortensienstr. 12 b, 12203 Berlin"
153,12205,Berlin,Eiskimo Eiscafé,Curtiusstr. 8,85,52.44265,13.29503,"Eiskimo Eiscafé, Curtiusstr. 8, 12205 Berlin"
154,12205,Berlin,Frau Lüske Kaffeehaus,Baseler Str. 46,3,52.4381148,13.2955086,"Frau Lüske Kaffeehaus, Baseler Str. 46, 12205 Berlin"
155,12305,Berlin,Coco Beach,Lichtenrader Damm 44,4,52.40994,13.40343,"Coco Beach, Lichtenrader Damm 44, 12305 Berlin"
156,12439,Berlin,Eiskultur Berlin,Schnellerstr. 118,99,52.45504,13.51506,"Eiskultur Berlin, Schnellerstr. 118, 12439 Berlin"
157,12487,Berlin,Blaue Lagune,Sterndamm 65,4,52.4471299999999,13.50722,"Blaue Lagune, Sterndamm 65, 12487 Berlin"
158,12529,Großziethen,Eiscafé MoinMoin,Alt Großziethen 60,14,52.3979475,13.4504201,"Eiscafé MoinMoin, Alt Großziethen 60, 12529 Großziethen"
159,12587,Berlin,Da Dalt,Bölschestraße 94,16,52.4533435,13.6247752,"Da Dalt, Bölschestraße 94, 12587 Berlin"
160,12621,Berlin,Der Eisladen,Bausdorfstr. 65,4,52.512983,13.5946157,"Der Eisladen, Bausdorfstr. 65, 12621 Berlin"
161,12685,Berlin,Café Krümelkeks,Allee der Kosmonauten 151F,3,52.53481,13.5517,"Café Krümelkeks, Allee der Kosmonauten 151F, 12685 Berlin"
162,13086,Berlin,eisspatz,Schönstr. 1,27,52.55302,13.44957,"eisspatz, Schönstr. 1, 13086 Berlin"
163,13156,Berlin,Cafe Kubitza,Dietzgenstr. 22,12,52.581988,13.404309,"Cafe Kubitza, Dietzgenstr. 22, 13156 Berlin"
164,13187,Berlin,Café Paula,Florastr. 14,3,52.5655759,13.4002724,"Café Paula, Florastr. 14, 13187 Berlin"
165,13187,Berlin,Eisspatz,Berliner Str. 5,27,52.56984,13.41063,"Eisspatz, Berliner Str. 5, 13187 Berlin"
166,13347,Berlin,Eismanufaktur Berlin,Maxstr. 11,7,52.5500799999999,13.36402,"Eismanufaktur Berlin, Maxstr. 11, 13347 Berlin"
167,13351,Berlin,Eiscafé Kibo,Transvaalstr. 13,6,52.55208,13.34131,"Eiscafé Kibo, Transvaalstr. 13, 13351 Berlin"
168,13355,Berlin,Eis Henri,Brunnenstr.96,4,52.54597,13.39049,"Eis Henri, Brunnenstr.96, 13355 Berlin"
169,13465,Berlin,Dolce Vita,Welfenallee 3-7,3,52.6317178,13.2895429,"Dolce Vita, Welfenallee 3-7, 13465 Berlin"
170,13469,Berlin,Eisdiele Angelina,Alt-Lübars 36,34,52.6179014,13.3545512,"Eisdiele Angelina, Alt-Lübars 36, 13469 Berlin"
171,13581,Berlin,Fantasia Del Gelato,Klosterstr. 3,3,52.53329,13.19779,"Fantasia Del Gelato, Klosterstr. 3, 13581 Berlin"
172,13581,Berlin,Eiscafé Florida,Klosterstr. 15,38,52.5304821999999,13.1959517,"Eiscafé Florida, Klosterstr. 15, 13581 Berlin"
173,13591,Berlin,Florida-Eis Manufaktur,Am Zeppelinpark 53,4,52.5339573,13.127322,"Florida-Eis Manufaktur, Am Zeppelinpark 53, 13591 Berlin"
174,13597,Berlin,Eis to go Da Dalt,Am Juliusturm 106,6,52.5397887,13.2058919,"Eis to go Da Dalt, Am Juliusturm 106, 13597 Berlin"
175,13597,Berlin,Eiscafé Florida,Altstädter Ring 1,12,52.53535,13.19934,"Eiscafé Florida, Altstädter Ring 1, 13597 Berlin"
176,14050,Berlin,Ital Eis Gloria,Steubenplatz 5,6,52.51705,13.26167,"Ital Eis Gloria, Steubenplatz 5, 14050 Berlin"
177,14052,Berlin,Eiscafé Mauritius,Theodor-Heuss-Platz 2,3,52.5100466,13.2736175,"Eiscafé Mauritius, Theodor-Heuss-Platz 2, 14052 Berlin"
178,14057,Berlin,Eiscafe Eisstein,Kaiserdamm 11,19,52.5107789,13.29009,"Eiscafe Eisstein, Kaiserdamm 11, 14057 Berlin"
179,14059,Berlin,Berliner Eismanufaktur,Seelingstr. 38,10,52.5154527,13.2909898,"Berliner Eismanufaktur, Seelingstr. 38, 14059 Berlin"
180,14089,Berlin,Eiskrem Hausgemacht,Sakrower Kirchweg 1-3,4,52.4525,13.14494,"Eiskrem Hausgemacht, Sakrower Kirchweg 1-3, 14089 Berlin"
181,14163,Berlin,Eis Faldon,Fischerhüttenstr. 83,3,52.4424494,13.2412325,"Eis Faldon, Fischerhüttenstr. 83, 14163 Berlin"
182,14163,Berlin,Café Alte Backstube,Martin-Buber-Str. 18,10,52.4348743,13.2576705,"Café Alte Backstube, Martin-Buber-Str. 18, 14163 Berlin"
183,14199,Berlin,Eis Da Dalt,Breite Str. 14a,3,52.4746856999999,13.2937963,"Eis Da Dalt, Breite Str. 14a, 14199 Berlin"
184,14199,Berlin,I Scream,Warnemünder Str. 29,9,52.47512,13.28989,"I Scream, Warnemünder Str. 29, 14199 Berlin"
185,14467,Potsdam,Vanille & Marille,Benkertstr. 17,157,52.40273,13.06082,"Vanille & Marille, Benkertstr. 17, 14467 Potsdam"
186,14467,Potsdam,Eismanufaktur Potsdam,Brandenburger Str. 67,20,52.3998388,13.0493478,"Eismanufaktur Potsdam, Brandenburger Str. 67, 14467 Potsdam"
187,14482,Potsdam,Die Eisfrau,Rudolf-Breitscheid-Str. 42,53,52.3917959,13.0934976,"Die Eisfrau, Rudolf-Breitscheid-Str. 42, 14482 Potsdam"
188,14513,Teltow,Dolci Eis-Lounge,Kanada-Allee 10,28,52.39302,13.27078,"Dolci Eis-Lounge, Kanada-Allee 10, 14513 Teltow"
189,14542,Werder,Dolci E Gelati,Torstr. 4,4,52.3786643,12.9402597,"Dolci E Gelati, Torstr. 4, 14542 Werder"
190,14712,Rathenow,Eiscafé Schwarz,Steckelsdorfer Gartenstr. 23,14,52.6052084,12.2814713,"Eiscafé Schwarz, Steckelsdorfer Gartenstr. 23, 14712 Rathenow"
191,15345,Altlandsberg,Eisdiele Berliner Tor,Berliner Allee 14,4,52.56198,13.72344,"Eisdiele Berliner Tor, Berliner Allee 14, 15345 Altlandsberg"
192,15377,Buckow (Märkische Schweiz),Eiskörbchen Rohsmeisl,Hauptstr. 77,3,52.5662582999999,14.0741607,"Eiskörbchen Rohsmeisl, Hauptstr. 77, 15377 Buckow (Märkische Schweiz)"
193,15566,Schöneiche,Süsse Sünde,Am Goethepark 17,11,52.4702176,13.6887201,"Süsse Sünde, Am Goethepark 17, 15566 Schöneiche"
194,15755,Teupitz,Eiscafé Wronowski,Am Markt 21,9,52.13616,13.60927,"Eiscafé Wronowski, Am Markt 21, 15755 Teupitz"
195,15806,Zossen,Eiscafé Im Grünen,Am Dorfplatz 10,4,52.1145202,13.5246925,"Eiscafé Im Grünen, Am Dorfplatz 10, 15806 Zossen"
196,15831,Blankenfelde-Mahlow,EisZeit,Am Bahnhof 8,53,52.3604458,13.4101189,"EisZeit, Am Bahnhof 8, 15831 Blankenfelde-Mahlow"
197,15831,Großbeeren,Eiscafe,Dorfstr. 18B,8,52.34091,13.3536,"Eiscafe, Dorfstr. 18B, 15831 Großbeeren"
198,15848,Friedland,Eiscafe am Markt,Markt 5,3,52.1044712,14.263185,"Eiscafe am Markt, Markt 5, 15848 Friedland"
199,15848,Beeskow,Schukurama,Bahnhofstr. 14,23,52.1760266999999,14.2489587,"Schukurama, Bahnhofstr. 14, 15848 Beeskow"
200,16306,Berkholz-Meyenburg,Eis-Café Silke Schakat,Hauptstr. 1,3,53.0585783,14.2101005,"Eis-Café Silke Schakat, Hauptstr. 1, 16306 Berkholz-Meyenburg"
201,16461,Wustermark,Karls Erlebnis-Dorf,Zur Döbritzer Heide 1,8,52.5334252,12.9949407,"Karls Erlebnis-Dorf, Zur Döbritzer Heide 1, 16461 Wustermark"
202,16816,Neuruppin,Il Gelato,Karl-Marx-Str. 49,127,52.92353,12.80302,"Il Gelato, Karl-Marx-Str. 49, 16816 Neuruppin"
203,16831,Rheinsberg,EIS-Zauberei Wolfgang,Kurt-Tucholsky-Str. 36,14,53.1012814,12.8917918,"EIS-Zauberei Wolfgang, Kurt-Tucholsky-Str. 36, 16831 Rheinsberg"
204,17034,Neubrandenburg,Jackle & Heidi,Gerstenstr. 2,7,53.5798299999999,13.26744,"Jackle & Heidi, Gerstenstr. 2, 17034 Neubrandenburg"
205,17039,Wulkenzin,Eiscafé Eisbär,Alter Damm  1,7,53.5450887999999,13.168526,"Eiscafé Eisbär, Alter Damm  1, 17039 Wulkenzin"
206,17094,Burg Stargard,Pinguin Eisdiele,Markstr. 19,245,53.4960974,13.3083889,"Pinguin Eisdiele, Markstr. 19, 17094 Burg Stargard"
207,17213,Malchow,Eiscafe & Pizzeria Al Porto Malchow,Kirchenstr. 1,3,53.4741996,12.4268015,"Eiscafe & Pizzeria Al Porto Malchow, Kirchenstr. 1, 17213 Malchow"
208,17424,Heringsdorf,Villa-Stein,Kulmstr. 4,4,53.9576475,14.1655995,"Villa-Stein, Kulmstr. 4, 17424 Heringsdorf"
209,17459,Koserow,Cafe Moritz,Hauptstr. 100,39,54.0513428,13.9984165,"Cafe Moritz, Hauptstr. 100, 17459 Koserow"
210,17489,Greifswald,Kontor Eismanufaktur,Am Markt 12,241,54.09579,13.3822,"Kontor Eismanufaktur, Am Markt 12, 17489 Greifswald"
211,18055,Rostock,Eiswerkstatt Rostock,Kröpeliner Str. 18,136,54.08828,12.13701,"Eiswerkstatt Rostock, Kröpeliner Str. 18, 18055 Rostock"
212,18055,Rostock,Eiscafé Milano,Kröpeliner Str. 26,11,54.0881702999999,12.1356784,"Eiscafé Milano, Kröpeliner Str. 26, 18055 Rostock"
213,18057,Rostock,Eisschplle,Waldemarstr. 5,54,54.08741,12.11415,"Eisschplle, Waldemarstr. 5, 18057 Rostock"
214,18057,Rostock,Veis,Fritz-Reuter-Str. 52,19,54.0880714,12.1125219,"Veis, Fritz-Reuter-Str. 52, 18057 Rostock"
215,18107,Rostock,Eiswerkstatt Rostock,Rigaer Str. 5,6,54.1389806,12.0590645,"Eiswerkstatt Rostock, Rigaer Str. 5, 18107 Rostock"
216,18109,Rostock,Eiscafé Bella Pupina,Albrecht-Tischbein-Str. 45,23,54.1513713,12.0716658,"Eiscafé Bella Pupina, Albrecht-Tischbein-Str. 45, 18109 Rostock"
217,18119,Rostock,Die Eisdiele,Am Strom 102,12,54.179903,12.0868578,"Die Eisdiele, Am Strom 102, 18119 Rostock"
218,18182,Rövershagen,Karls Eismanufaktur,Purkshof 2,26,54.1605041,12.2309396,"Karls Eismanufaktur, Purkshof 2, 18182 Rövershagen"
219,18374,Zingst,Eiscafé Tiziano,Klosterstraße 20a,5,54.4394036,12.6828724,"Eiscafé Tiziano, Klosterstraße 20a, 18374 Zingst"
220,18375,Prerow,Hein & Stin,Waldstr. 11,3,54.4473099999999,12.56941,"Hein & Stin, Waldstr. 11, 18375 Prerow"
221,18556,Breege,Strandcafe Juliusruh,Ringstr. 6,4,54.6213261,13.3772575,"Strandcafe Juliusruh, Ringstr. 6, 18556 Breege"
222,18556,Breege,Gelateria Sirolo,Am Waldwinkel 10,29,54.62106,13.37755,"Gelateria Sirolo, Am Waldwinkel 10, 18556 Breege"
